GKZ;Gebietsname;Wahlbe-rechtigte;Stimmen;Ungültige;Gültige;ÖVP;%;SPÖ;%;FPÖ;%;NEOS;%;JETZT;%;GRÜNE;%;KPÖ;%;WANDL;%;BZÖ;%;BIER;%;CPÖ;%;GILT;%;SLP;%
G31921;Maria-Anzbach;2.374;1.628;22;1.606;637;39,66;261;16,25;235;14,63;134;8,34;36;2,24;284;17,68;8;0,50;11;0,68;;0,00;;0,00;;0,00;;0,00;;0,00
G31922;Markersdorf-Haindorf;1.621;1.228;12;1.216;564;46,38;213;17,52;222;18,26;63;5,18;18;1,48;119;9,79;10;0,82;7;0,58;;0,00;;0,00;;0,00;;0,00;;0,00
G31923;Michelbach;717;551;13;538;318;59,11;36;6,69;91;16,91;51;9,48;5;0,93;31;5,76;5;0,93;1;0,19;;0,00;;0,00;;0,00;;0,00;;0,00
G31925;Neidling;1.189;882;12;870;421;48,39;154;17,70;114;13,10;65;7,47;13;1,49;97;11,15;4;0,46;2;0,23;;0,00;;0,00;;0,00;;0,00;;0,00
G31926;Neulengbach;6.417;4.077;52;4.025;1.708;42,43;629;15,63;635;15,78;341;8,47;89;2,21;584;14,51;25;0,62;14;0,35;;0,00;;0,00;;0,00;;0,00;;0,00
G31927;Neustift-Innermanzing;1.249;819;12;807;343;42,50;138;17,10;151;18,71;70;8,67;14;1,73;80;9,91;3;0,37;8;0,99;;0,00;;0,00;;0,00;;0,00;;0,00
G31928;Nußdorf ob der Traisen;1.474;1.122;26;1.096;550;50,18;176;16,06;184;16,79;72;6,57;11;1,00;92;8,39;6;0,55;5;0,46;;0,00;;0,00;;0,00;;0,00;;0,00
G31929;Ober-Grafendorf;3.602;2.599;42;2.557;1.001;39,15;661;25,85;421;16,46;171;6,69;42;1,64;238;9,31;11;0,43;12;0,47;;0,00;;0,00;;0,00;;0,00;;0,00
G31930;Obritzberg-Rust;1.872;1.382;22;1.360;688;50,59;184;13,53;240;17,65;107;7,87;17;1,25;111;8,16;7;0,51;6;0,44;;0,00;;0,00;;0,00;;0,00;;0,00
G31932;Prinzersdorf;1.238;837;12;825;335;40,61;163;19,76;131;15,88;60;7,27;21;2,55;109;13,21;4;0,48;2;0,24;;0,00;;0,00;;0,00;;0,00;;0,00
G31934;Pyhra;2.812;2.050;38;2.012;978;48,61;285;14,17;348;17,30;151;7,50;36;1,79;188;9,34;11;0,55;15;0,75;;0,00;;0,00;;0,00;;0,00;;0,00
G31935;Rabenstein an der Pielach;2.044;1.500;38;1.462;738;50,48;273;18,67;242;16,55;76;5,20;19;1,30;105;7,18;3;0,21;6;0,41;;0,00;;0,00;;0,00;;0,00;;0,00
G31938;St. Margarethen an der Sierning;855;625;11;614;344;56,03;93;15,15;87;14,17;30;4,89;8;1,30;48;7,82;2;0,33;2;0,33;;0,00;;0,00;;0,00;;0,00;;0,00
G31939;Schwarzenbach an der Pielach;321;246;3;243;141;58,02;49;20,16;44;18,11;2;0,82;1;0,41;2;0,82;1;0,41;3;1,23;;0,00;;0,00;;0,00;;0,00;;0,00
G31940;Statzendorf;1.108;766;16;750;305;40,67;210;28,00;126;16,80;47;6,27;8;1,07;43;5,73;6;0,80;5;0,67;;0,00;;0,00;;0,00;;0,00;;0,00
G31941;Stössing;653;443;9;434;228;52,53;48;11,06;78;17,97;30;6,91;12;2,76;32;7,37;3;0,69;3;0,69;;0,00;;0,00;;0,00;;0,00;;0,00
G31943;Traismauer;4.722;3.394;95;3.299;1.191;36,10;864;26,19;643;19,49;199;6,03;60;1,82;315;9,55;23;0,70;4;0,12;;0,00;;0,00;;0,00;;0,00;;0,00
G31945;Weinburg;1.140;829;21;808;309;38,24;238;29,46;137;16,96;51;6,31;8;0,99;60;7,43;3;0,37;2;0,25;;0,00;;0,00;;0,00;;0,00;;0,00
G31946;Perschling;1.122;835;16;819;460;56,17;59;7,20;169;20,63;67;8,18;9;1,10;47;5,74;4;0,49;4;0,49;;0,00;;0,00;;0,00;;0,00;;0,00
G31947;Wilhelmsburg;5.069;3.430;44;3.386;1.138;33,61;985;29,09;612;18,07;195;5,76;63;1,86;355;10,48;26;0,77;12;0,35;;0,00;;0,00;;0,00;;0,00;;0,00
G31948;Wölbling;2.007;1.444;28;1.416;575;40,61;338;23,87;237;16,74;96;6,78;18;1,27;138;9,75;4;0,28;10;0,71;;0,00;;0,00;;0,00;;0,00;;0,00
G31949;Gablitz;3.769;2.366;25;2.341;907;38,74;407;17,39;321;13,71;249;10,64;55;2,35;386;16,49;8;0,34;8;0,34;;0,00;;0,00;;0,00;;0,00;;0,00
G31950;Mauerbach;2.832;1.944;22;1.922;784;40,79;305;15,87;206;10,72;227;11,81;59;3,07;323;16,81;9;0,47;9;0,47;;0,00;;0,00;;0,00;;0,00;;0,00
G31951;Pressbaum;5.662;3.642;38;3.604;1.268;35,18;565;15,68;519;14,40;438;12,15;86;2,39;680;18,87;23;0,64;25;0,69;;0,00;;0,00;;0,00;;0,00;;0,00
G31952;Purkersdorf;6.998;4.397;53;4.344;1.317;30,32;823;18,95;553;12,73;551;12,68;135;3,11;932;21,45;15;0,35;18;0,41;;0,00;;0,00;;0,00;;0,00;;0,00
G31953;Tullnerbach;2.087;1.389;12;1.377;561;40,74;202;14,67;140;10,17;143;10,38;42;3,05;279;20,26;4;0,29;6;0,44;;0,00;;0,00;;0,00;;0,00;;0,00
G31954;Wolfsgraben;1.301;931;12;919;367;39,93;128;13,93;143;15,56;95;10,34;17;1,85;153;16,65;8;0,87;8;0,87;;0,00;;0,00;;0,00;;0,00;;0,00
G31999;Wahlkarten - Sankt Pölten Land;0;12.500;109;12.391;4.505;36,36;2.294;18,51;1.326;10,70;1.384;11,17;235;1,90;2.495;20,14;63;0,51;89;0,72;;0,00;;0,00;;0,00;;0,00;;0,00
G32000;Scheibbs;32.997;27.533;452;27.081;13.648;50,40;4.564;16,85;3.985;14,72;1.658;6,12;326;1,20;2.610;9,64;130;0,48;160;0,59;;0,00;;0,00;;0,00;;0,00;;0,00
G32001;Gaming;2.500;1.713;37;1.676;659;39,32;559;33,35;232;13,84;87;5,19;24;1,43;100;5,97;7;0,42;8;0,48;;0,00;;0,00;;0,00;;0,00;;0,00
G32002;Göstling an der Ybbs;1.683;1.242;12;1.230;671;54,55;240;19,51;161;13,09;68;5,53;10;0,81;69;5,61;6;0,49;5;0,41;;0,00;;0,00;;0,00;;0,00;;0,00
G32003;Gresten;1.582;1.061;19;1.042;485;46,55;221;21,21;134;12,86;71;6,81;11;1,06;100;9,60;11;1,06;9;0,86;;0,00;;0,00;;0,00;;0,00;;0,00
G32004;Gresten-Land;1.193;873;14;859;588;68,45;62;7,22;112;13,04;36;4,19;4;0,47;48;5,59;6;0,70;3;0,35;;0,00;;0,00;;0,00;;0,00;;0,00
G32005;Lunz am See;1.491;1.109;20;1.089;496;45,55;262;24,06;154;14,14;61;5,60;19;1,74;92;8,45;0;0,00;5;0,46;;0,00;;0,00;;0,00;;0,00;;0,00
G32006;Oberndorf an der Melk;2.414;1.825;33;1.792;1.151;64,23;154;8,59;287;16,02;69;3,85;13;0,73;108;6,03;7;0,39;3;0,17;;0,00;;0,00;;0,00;;0,00;;0,00
G32007;Puchenstuben;235;167;2;165;73;44,24;49;29,70;27;16,36;5;3,03;5;3,03;6;3,64;0;0,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00
G32008;Purgstall an der Erlauf;4.274;2.969;46;2.923;1.483;50,74;398;13,62;500;17,11;182;6,23;39;1,33;294;10,06;10;0,34;17;0,58;;0,00;;0,00;;0,00;;0,00;;0,00
G32009;Randegg;1.517;1.166;35;1.131;747;66,05;88;7,78;146;12,91;57;5,04;3;0,27;79;6,98;2;0,18;9;0,80;;0,00;;0,00;;0,00;;0,00;;0,00
G32010;Reinsberg;825;636;3;633;396;62,56;64;10,11;88;13,90;39;6,16;4;0,63;36;5,69;3;0,47;3;0,47;;0,00;;0,00;;0,00;;0,00;;0,00
G32011;St. Anton an der Jeßnitz;971;720;20;700;440;62,86;85;12,14;123;17,57;18;2,57;6;0,86;23;3,29;3;0,43;2;0,29;;0,00;;0,00;;0,00;;0,00;;0,00
G32012;St. Georgen an der Leys;1.100;822;19;803;513;63,89;59;7,35;152;18,93;32;3,99;4;0,50;32;3,99;7;0,87;4;0,50;;0,00;;0,00;;0,00;;0,00;;0,00
G32013;Scheibbs;3.405;2.267;26;2.241;1.006;44,89;419;18,70;236;10,53;178;7,94;28;1,25;355;15,84;12;0,54;7;0,31;;0,00;;0,00;;0,00;;0,00;;0,00
G32014;Steinakirchen am Forst;1.831;1.361;26;1.335;776;58,13;145;10,86;166;12,43;86;6,44;9;0,67;140;10,49;6;0,45;7;0,52;;0,00;;0,00;;0,00;;0,00;;0,00
G32015;Wang;1.082;836;19;817;482;59,00;68;8,32;153;18,73;42;5,14;13;1,59;56;6,85;1;0,12;2;0,24;;0,00;;0,00;;0,00;;0,00;;0,00
G32016;Wieselburg;2.968;1.985;31;1.954;630;32,24;563;28,81;338;17,30;134;6,86;32;1,64;226;11,57;11;0,56;20;1,02;;0,00;;0,00;;0,00;;0,00;;0,00
G32017;Wieselburg-Land;2.681;1.952;30;1.922;903;46,98;315;16,39;367;19,09;129;6,71;23;1,20;167;8,69;9;0,47;9;0,47;;0,00;;0,00;;0,00;;0,00;;0,00
G32018;Wolfpassing;1.245;975;18;957;501;52,35;78;8,15;210;21,94;46;4,81;14;1,46;98;10,24;3;0,31;7;0,73;;0,00;;0,00;;0,00;;0,00;;0,00
G32099;Wahlkarten - Scheibbs;0;3.854;42;3.812;1.648;43,23;735;19,28;399;10,47;318;8,34;65;1,71;581;15,24;26;0,68;40;1,05;;0,00;;0,00;;0,00;;0,00;;0,00
G32100;Tulln;78.910;64.211;795;63.416;26.465;41,73;10.405;16,41;9.227;14,55;6.404;10,10;1.267;2,00;8.991;14,18;332;0,52;325;0,51;;0,00;;0,00;;0,00;;0,00;;0,00
G32101;Absdorf;1.608;1.124;16;1.108;464;41,88;253;22,83;169;15,25;96;8,66;20;1,81;90;8,12;10;0,90;6;0,54;;0,00;;0,00;;0,00;;0,00;;0,00
G32104;Atzenbrugg;2.360;1.646;21;1.625;828;50,95;234;14,40;309;19,02;97;5,97;21;1,29;117;7,20;7;0,43;12;0,74;;0,00;;0,00;;0,00;;0,00;;0,00
G32106;Fels am Wagram;1.889;1.329;26;1.303;614;47,12;232;17,81;234;17,96;74;5,68;26;2,00;106;8,14;10;0,77;7;0,54;;0,00;;0,00;;0,00;;0,00;;0,00
G32107;Grafenwörth;2.579;1.757;26;1.731;788;45,52;342;19,76;315;18,20;109;6,30;36;2,08;121;6,99;10;0,58;10;0,58;;0,00;;0,00;;0,00;;0,00;;0,00
G32109;Großriedenthal;768;597;10;587;331;56,39;92;15,67;73;12,44;33;5,62;4;0,68;50;8,52;2;0,34;2;0,34;;0,00;;0,00;;0,00;;0,00;;0,00
G32110;Großweikersdorf;2.628;1.914;39;1.875;860;45,87;312;16,64;386;20,59;130;6,93;23;1,23;156;8,32;3;0,16;5;0,27;;0,00;;0,00;;0,00;;0,00;;0,00
G32112;Judenau-Baumgarten;1.696;1.211;23;1.188;541;45,54;167;14,06;228;19,19;84;7,07;21;1,77;133;11,20;7;0,59;7;0,59;;0,00;;0,00;;0,00;;0,00;;0,00
G32114;Kirchberg am Wagram;2.945;2.174;34;2.140;1.034;48,32;327;15,28;344;16,07;168;7,85;35;1,64;211;9,86;8;0,37;13;0,61;;0,00;;0,00;;0,00;;0,00;;0,00
G32115;Königsbrunn am Wagram;1.050;782;15;767;364;47,46;159;20,73;118;15,38;54;7,04;13;1,69;48;6,26;5;0,65;6;0,78;;0,00;;0,00;;0,00;;0,00;;0,00
G32116;Königstetten;1.870;1.382;16;1.366;563;41,22;250;18,30;194;14,20;154;11,27;28;2,05;166;12,15;5;0,37;6;0,44;;0,00;;0,00;;0,00;;0,00;;0,00
G32119;Langenrohr;1.790;1.288;15;1.273;680;53,42;149;11,70;254;19,95;82;6,44;12;0,94;87;6,83;6;0,47;3;0,24;;0,00;;0,00;;0,00;;0,00;;0,00
G32120;Michelhausen;2.491;1.657;39;1.618;879;54,33;201;12,42;240;14,83;116;7,17;28;1,73;139;8,59;8;0,49;7;0,43;;0,00;;0,00;;0,00;;0,00;;0,00
G32131;Sieghartskirchen;5.760;4.135;67;4.068;1.735;42,65;710;17,45;778;19,12;318;7,82;74;1,82;409;10,05;16;0,39;28;0,69;;0,00;;0,00;;0,00;;0,00;;0,00
G32132;Sitzenberg-Reidling;1.765;1.238;19;1.219;553;45,37;202;16,57;245;20,10;90;7,38;14;1,15;106;8,70;5;0,41;4;0,33;;0,00;;0,00;;0,00;;0,00;;0,00
G32134;Tulbing;2.405;1.707;17;1.690;782;46,27;270;15,98;254;15,03;130;7,69;36;2,13;201;11,89;9;0,53;8;0,47;;0,00;;0,00;;0,00;;0,00;;0,00
G32135;Tulln an der Donau;11.870;7.812;107;7.705;3.220;41,79;1.225;15,90;1.175;15,25;725;9,41;180;2,34;1.099;14,26;43;0,56;38;0,49;;0,00;;0,00;;0,00;;0,00;;0,00
G32139;Würmla;1.135;829;15;814;421;51,72;82;10,07;149;18,30;61;7,49;9;1,11;73;8,97;7;0,86;12;1,47;;0,00;;0,00;;0,00;;0,00;;0,00
G32140;Zeiselmauer-Wolfpassing;1.787;1.245;23;1.222;421;34,45;244;19,97;200;16,37;124;10,15;23;1,88;194;15,88;13;1,06;3;0,25;;0,00;;0,00;;0,00;;0,00;;0,00
G32141;Zwentendorf an der Donau;2.971;2.126;38;2.088;854;40,90;562;26,92;393;18,82;99;4,74;22;1,05;128;6,13;19;0,91;11;0,53;;0,00;;0,00;;0,00;;0,00;;0,00
G32142;St. Andrä-Wördern;6.036;4.131;44;4.087;1.431;35,01;738;18,06;605;14,80;389;9,52;94;2,30;787;19,26;25;0,61;18;0,44;;0,00;;0,00;;0,00;;0,00;;0,00
G32143;Muckendorf-Wipfing;1.311;927;9;918;391;42,59;158;17,21;169;18,41;67;7,30;20;2,18;104;11,33;5;0,54;4;0,44;;0,00;;0,00;;0,00;;0,00;;0,00
G32144;Klosterneuburg;20.196;13.708;118;13.590;5.084;37,41;1.957;14,40;1.371;10,09;1.993;14,67;353;2,60;2.707;19,92;72;0,53;53;0,39;;0,00;;0,00;;0,00;;0,00;;0,00
G32199;Wahlkarten - Tulln;0;9.492;58;9.434;3.627;38,45;1.539;16,31;1.024;10,85;1.211;12,84;175;1,85;1.759;18,65;37;0,39;62;0,66;;0,00;;0,00;;0,00;;0,00;;0,00
G32200;Waidhofen an der Thaya;21.927;17.542;330;17.212;9.072;52,71;2.422;14,07;3.175;18,45;909;5,28;224;1,30;1.249;7,26;87;0,51;74;0,43;;0,00;;0,00;;0,00;;0,00;;0,00
G32202;Dietmanns;922;593;7;586;154;26,28;202;34,47;171;29,18;21;3,58;7;1,19;24;4,10;4;0,68;3;0,51;;0,00;;0,00;;0,00;;0,00;;0,00
G32203;Dobersberg;1.331;913;10;903;585;64,78;71;7,86;159;17,61;38;4,21;9;1,00;35;3,88;5;0,55;1;0,11;;0,00;;0,00;;0,00;;0,00;;0,00
G32206;Gastern;1.039;766;12;754;416;55,17;113;14,99;146;19,36;26;3,45;10;1,33;34;4,51;8;1,06;1;0,13;;0,00;;0,00;;0,00;;0,00;;0,00
G32207;Groß-Siegharts;2.318;1.365;34;1.331;539;40,50;325;24,42;299;22,46;60;4,51;8;0,60;86;6,46;6;0,45;8;0,60;;0,00;;0,00;;0,00;;0,00;;0,00
G32209;Karlstein an der Thaya;1.215;877;16;861;499;57,96;104;12,08;175;20,33;35;4,07;11;1,28;32;3,72;4;0,46;1;0,12;;0,00;;0,00;;0,00;;0,00;;0,00
G32210;Kautzen;944;672;11;661;386;58,40;76;11,50;121;18,31;22;3,33;12;1,82;38;5,75;2;0,30;4;0,61;;0,00;;0,00;;0,00;;0,00;;0,00
G32212;Ludweis-Aigen;762;530;10;520;326;62,69;63;12,12;70;13,46;19;3,65;4;0,77;34;6,54;3;0,58;1;0,19;;0,00;;0,00;;0,00;;0,00;;0,00
G32214;Pfaffenschlag bei Waidhofen a.d.Thaya;780;564;8;556;305;54,86;39;7,01;130;23,38;35;6,29;6;1,08;37;6,65;2;0,36;2;0,36;;0,00;;0,00;;0,00;;0,00;;0,00
G32216;Raabs an der Thaya;2.300;1.557;37;1.520;975;64,14;174;11,45;215;14,14;47;3,09;20;1,32;71;4,67;11;0,72;7;0,46;;0,00;;0,00;;0,00;;0,00;;0,00
G32217;Thaya;1.164;799;11;788;439;55,71;65;8,25;189;23,98;41;5,20;9;1,14;38;4,82;6;0,76;1;0,13;;0,00;;0,00;;0,00;;0,00;;0,00
G32219;Vitis;2.224;1.556;44;1.512;798;52,78;255;16,87;257;17,00;76;5,03;11;0,73;107;7,08;3;0,20;5;0,33;;0,00;;0,00;;0,00;;0,00;;0,00
G32220;Waidhofen an der Thaya;4.599;2.847;57;2.790;1.369;49,07;344;12,33;547;19,61;208;7,46;39;1,40;258;9,25;14;0,50;11;0,39;;0,00;;0,00;;0,00;;0,00;;0,00
G32221;Waidhofen an der Thaya-Land;1.056;727;19;708;378;53,39;66;9,32;154;21,75;37;5,23;14;1,98;51;7,20;4;0,56;4;0,56;;0,00;;0,00;;0,00;;0,00;;0,00
G32222;Waldkirchen an der Thaya;457;342;5;337;231;68,55;31;9,20;45;13,35;10;2,97;5;1,48;12;3,56;3;0,89;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00
G32223;Windigsteig;816;575;11;564;312;55,32;78;13,83;98;17,38;22;3,90;9;1,60;40;7,09;3;0,53;2;0,35;;0,00;;0,00;;0,00;;0,00;;0,00
G32299;Wahlkarten - Waidhofen an der Thaya;0;2.859;38;2.821;1.360;48,21;416;14,75;399;14,14;212;7,52;50;1,77;352;12,48;9;0,32;23;0,82;;0,00;;0,00;;0,00;;0,00;;0,00
G32300;Wiener Neustadt Land;60.568;48.331;725;47.606;19.944;41,89;9.905;20,81;9.482;19,92;3.158;6,63;726;1,53;3.914;8,22;242;0,51;235;0,49;;0,00;;0,00;;0,00;;0,00;;0,00
G32301;Bad Fischau-Brunn;2.651;1.923;16;1.907;771;40,43;348;18,25;313;16,41;214;11,22;24;1,26;219;11,48;13;0,68;5;0,26;;0,00;;0,00;;0,00;;0,00;;0,00
G32302;Bad Schönau;604;425;6;419;235;56,09;38;9,07;99;23,63;20;4,77;3;0,72;20;4,77;2;0,48;2;0,48;;0,00;;0,00;;0,00;;0,00;;0,00
G32304;Ebenfurth;2.130;1.300;21;1.279;391;30,57;433;33,85;265;20,72;68;5,32;20;1,56;85;6,65;8;0,63;9;0,70;;0,00;;0,00;;0,00;;0,00;;0,00
G32305;Eggendorf;3.724;2.530;38;2.492;851;34,15;636;25,52;646;25,92;113;4,53;56;2,25;154;6,18;23;0,92;13;0,52;;0,00;;0,00;;0,00;;0,00;;0,00
G32306;Bad Erlach;2.513;1.724;34;1.690;756;44,73;328;19,41;320;18,93;122;7,22;32;1,89;123;7,28;1;0,06;8;0,47;;0,00;;0,00;;0,00;;0,00;;0,00
G32307;Felixdorf;3.231;2.151;26;2.125;654;30,78;725;34,12;413;19,44;117;5,51;31;1,46;160;7,53;17;0,80;8;0,38;;0,00;;0,00;;0,00;;0,00;;0,00
G32308;Gutenstein;1.030;675;11;664;305;45,93;121;18,22;128;19,28;35;5,27;14;2,11;49;7,38;4;0,60;8;1,20;;0,00;;0,00;;0,00;;0,00;;0,00
G32309;Hochneukirchen-Gschaidt;1.398;1.074;21;1.053;628;59,64;105;9,97;221;20,99;39;3,70;7;0,66;51;4,84;2;0,19;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00
G32310;Hochwolkersdorf;848;640;7;633;322;50,87;149;23,54;96;15,17;21;3,32;7;1,11;36;5,69;0;0,00;2;0,32;;0,00;;0,00;;0,00;;0,00;;0,00
G32311;Hohe Wand;1.128;794;7;787;391;49,68;105;13,34;148;18,81;65;8,26;6;0,76;68;8,64;4;0,51;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00
G32312;Hollenthon;820;660;23;637;383;60,13;72;11,30;120;18,84;33;5,18;6;0,94;21;3,30;1;0,16;1;0,16;;0,00;;0,00;;0,00;;0,00;;0,00
G32313;Katzelsdorf;2.594;1.812;21;1.791;754;42,10;284;15,86;302;16,86;166;9,27;32;1,79;240;13,40;8;0,45;5;0,28;;0,00;;0,00;;0,00;;0,00;;0,00
G32314;Kirchschlag in der Buckligen Welt;2.329;1.784;35;1.749;1.087;62,15;150;8,58;296;16,92;86;4,92;21;1,20;97;5,55;7;0,40;5;0,29;;0,00;;0,00;;0,00;;0,00;;0,00
G32315;Krumbach;1.873;1.432;23;1.409;821;58,27;154;10,93;259;18,38;83;5,89;9;0,64;74;5,25;5;0,35;4;0,28;;0,00;;0,00;;0,00;;0,00;;0,00
G32316;Lanzenkirchen;3.108;2.192;42;2.150;800;37,21;468;21,77;495;23,02;124;5,77;35;1,63;204;9,49;12;0,56;12;0,56;;0,00;;0,00;;0,00;;0,00;;0,00
G32317;Lichtenegg;870;631;25;606;401;66,17;31;5,12;80;13,20;48;7,92;4;0,66;39;6,44;1;0,17;2;0,33;;0,00;;0,00;;0,00;;0,00;;0,00
G32318;Lichtenwörth;2.164;1.439;17;1.422;522;36,71;361;25,39;321;22,57;73;5,13;24;1,69;106;7,45;6;0,42;9;0,63;;0,00;;0,00;;0,00;;0,00;;0,00
G32319;Markt Piesting;2.226;1.560;20;1.540;645;41,88;229;14,87;286;18,57;150;9,74;31;2,01;176;11,43;16;1,04;7;0,45;;0,00;;0,00;;0,00;;0,00;;0,00
G32320;Matzendorf-Hölles;1.658;1.150;20;1.130;508;44,96;215;19,03;255;22,57;69;6,11;15;1,33;57;5,04;7;0,62;4;0,35;;0,00;;0,00;;0,00;;0,00;;0,00
G32321;Miesenbach;553;406;3;403;213;52,85;61;15,14;78;19,35;22;5,46;2;0,50;26;6,45;0;0,00;1;0,25;;0,00;;0,00;;0,00;;0,00;;0,00
G32322;Muggendorf;427;336;9;327;162;49,54;46;14,07;62;18,96;20;6,12;2;0,61;29;8,87;4;1,22;2;0,61;;0,00;;0,00;;0,00;;0,00;;0,00
G32323;Pernitz;1.916;1.299;20;1.279;417;32,60;307;24,00;277;21,66;82;6,41;31;2,42;155;12,12;3;0,23;7;0,55;;0,00;;0,00;;0,00;;0,00;;0,00
G32324;Rohr im Gebirge;368;259;6;253;149;58,89;34;13,44;42;16,60;9;3,56;2;0,79;17;6,72;0;0,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00
G32325;Bromberg;956;713;12;701;409;58,35;81;11,55;121;17,26;40;5,71;5;0,71;39;5,56;1;0,14;5;0,71;;0,00;;0,00;;0,00;;0,00;;0,00
G32326;Schwarzenbach;773;594;13;581;249;42,86;194;33,39;102;17,56;12;2,07;4;0,69;15;2,58;1;0,17;4;0,69;;0,00;;0,00;;0,00;;0,00;;0,00
G32327;Sollenau;3.876;2.566;28;2.538;802;31,60;727;28,64;639;25,18;137;5,40;43;1,69;167;6,58;14;0,55;9;0,35;;0,00;;0,00;;0,00;;0,00;;0,00
G32330;Theresienfeld;2.452;1.612;20;1.592;521;32,73;433;27,20;369;23,18;105;6,60;28;1,76;118;7,41;9;0,57;9;0,57;;0,00;;0,00;;0,00;;0,00;;0,00
G32331;Waidmannsfeld;1.252;885;20;865;274;31,68;302;34,91;140;16,18;64;7,40;16;1,85;56;6,47;4;0,46;9;1,04;;0,00;;0,00;;0,00;;0,00;;0,00
G32332;Waldegg;1.498;1.017;13;1.004;397;39,54;247;24,60;179;17,83;57;5,68;13;1,29;96;9,56;10;1,00;5;0,50;;0,00;;0,00;;0,00;;0,00;;0,00
G32333;Walpersbach;916;676;16;660;309;46,82;146;22,12;105;15,91;39;5,91;10;1,52;46;6,97;3;0,45;2;0,30;;0,00;;0,00;;0,00;;0,00;;0,00
G32334;Weikersdorf am Steinfelde;866;667;7;660;338;51,21;77;11,67;143;21,67;43;6,52;6;0,91;48;7,27;4;0,61;1;0,15;;0,00;;0,00;;0,00;;0,00;;0,00
G32335;Wiesmath;1.251;960;19;941;524;55,69;142;15,09;184;19,55;36;3,83;9;0,96;39;4,14;4;0,43;3;0,32;;0,00;;0,00;;0,00;;0,00;;0,00
G32336;Winzendorf-Muthmannsdorf;1.509;1.004;14;990;417;42,12;169;17,07;182;18,38;90;9,09;24;2,42;99;10,00;5;0,51;4;0,40;;0,00;;0,00;;0,00;;0,00;;0,00
G32337;Wöllersdorf-Steinabrückl;3.420;2.202;29;2.173;767;35,30;428;19,70;595;27,38;155;7,13;40;1,84;165;7,59;9;0,41;14;0,64;;0,00;;0,00;;0,00;;0,00;;0,00
G32338;Zillingdorf;1.636;1.179;15;1.164;405;34,79;297;25,52;262;22,51;80;6,87;19;1,63;86;7,39;11;0,95;4;0,34;;0,00;;0,00;;0,00;;0,00;;0,00
G32399;Wahlkarten - Wiener Neustadt Land;0;6.060;68;5.992;2.366;39,49;1.262;21,06;939;15,67;521;8,69;95;1,59;734;12,25;23;0,38;52;0,87;;0,00;;0,00;;0,00;;0,00;;0,00
G32500;Zwettl;35.413;29.412;579;28.833;16.623;57,65;3.305;11,46;4.852;16,83;1.660;5,76;283;0,98;1.928;6,69;93;0,32;89;0,31;;0,00;;0,00;;0,00;;0,00;;0,00
G32501;Allentsteig;1.563;1.032;22;1.010;514;50,89;148;14,65;240;23,76;49;4,85;12;1,19;43;4,26;2;0,20;2;0,20;;0,00;;0,00;;0,00;;0,00;;0,00
G32502;Arbesbach;1.369;1.032;33;999;670;67,07;62;6,21;148;14,81;51;5,11;4;0,40;59;5,91;2;0,20;3;0,30;;0,00;;0,00;;0,00;;0,00;;0,00
G32503;Bärnkopf;304;240;4;236;74;31,36;105;44,49;41;17,37;6;2,54;3;1,27;4;1,69;3;1,27;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00
G32504;Echsenbach;1.031;764;9;755;469;62,12;78;10,33;126;16,69;30;3,97;8;1,06;38;5,03;2;0,26;4;0,53;;0,00;;0,00;;0,00;;0,00;;0,00
G32505;Göpfritz an der Wild;1.539;1.109;19;1.090;566;51,93;168;15,41;246;22,57;42;3,85;9;0,83;57;5,23;2;0,18;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00
G32506;Grafenschlag;704;527;15;512;320;62,50;48;9,38;88;17,19;28;5,47;4;0,78;22;4,30;0;0,00;2;0,39;;0,00;;0,00;;0,00;;0,00;;0,00
G32508;Groß Gerungs;3.735;2.743;66;2.677;1.685;62,94;268;10,01;437;16,32;118;4,41;23;0,86;126;4,71;12;0,45;8;0,30;;0,00;;0,00;;0,00;;0,00;;0,00
G32509;Großgöttfritz;1.150;871;15;856;483;56,43;81;9,46;211;24,65;33;3,86;6;0,70;39;4,56;0;0,00;3;0,35;;0,00;;0,00;;0,00;;0,00;;0,00
G32511;Gutenbrunn;442;327;7;320;131;40,94;105;32,81;55;17,19;17;5,31;3;0,94;8;2,50;1;0,31;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00
G32514;Kirchschlag;536;406;8;398;233;58,54;47;11,81;88;22,11;14;3,52;3;0,75;11;2,76;0;0,00;2;0,50;;0,00;;0,00;;0,00;;0,00;;0,00
G32515;Kottes-Purk;1.222;860;23;837;521;62,25;100;11,95;125;14,93;28;3,35;6;0,72;50;5,97;5;0,60;2;0,24;;0,00;;0,00;;0,00;;0,00;;0,00
G32516;Langschlag;1.434;1.051;33;1.018;579;56,88;135;13,26;203;19,94;42;4,13;12;1,18;40;3,93;6;0,59;1;0,10;;0,00;;0,00;;0,00;;0,00;;0,00
