;;Nationalratswahl vom 28.09.2008 in Niederösterreich;;;;;;;;;;;;;;;Ant. % = Stimmenanteil in %;;;;Diff. % = Differenz zu Nationalratswahl 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32311;Hohe Wand                               ;1.093;79,32;19;848;220;25,94;-4,07;306;36,08;-10,04;54;6,37;-1,51;153;18,04;9,00;60;7,08;4,07;12;1,42;1,42;14;1,65;1,65;11;1,30;0,49;2;0,24;0,24;16;1,89;1,89;;;;;;;;;;;;;;;
32312;Hollenthon                              ;853;81,95;23;676;131;19,38;-4,49;314;46,45;-12,12;17;2,51;-0,86;132;19,53;10,31;52;7,69;5,49;7;1,04;1,04;6;0,89;0,89;4;0,59;0,00;5;0,74;0,74;8;1,18;1,18;;;;;;;;;;;;;;;
32313;Katzelsdorf                             ;2.446;80,42;50;1.917;537;28,01;-6,13;508;26,50;-8,61;206;10,75;-3,95;393;20,50;10,48;153;7,98;5,50;18;0,94;0,94;58;3,03;3,03;10;0,52;-0,18;8;0,42;0,42;26;1,36;1,36;;;;;;;;;;;;;;;
32314;Kirchschlag in der Buckligen Welt       ;2.376;82,45;104;1.855;298;16,06;-1,16;895;48,25;-15,18;71;3,83;-0,06;350;18,87;9,90;162;8,73;5,88;15;0,81;0,81;22;1,19;1,19;12;0,65;0,13;18;0,97;0,97;12;0,65;0,65;;;;;;;;;;;;;;;
32315;Krumbach                                ;1.814;81,04;76;1.394;258;18,51;-4,19;638;45,77;-10,67;63;4,52;0,14;255;18,29;8,39;114;8,18;5,35;17;1,22;1,22;10;0,72;0,72;4;0,29;-0,06;9;0,65;0,65;26;1,87;1,87;;;;;;;;;;;;;;;
32316;Lanzenkirchen                           ;2.899;77,23;42;2.197;763;34,73;-9,16;552;25,13;-7,18;111;5,05;-1,59;540;24,58;13,37;140;6,37;4,26;24;1,09;1,09;23;1,05;1,05;12;0,55;0,05;9;0,41;0,41;23;1,05;1,05;;;;;;;;;;;;;;;
32317;Lichtenegg                              ;877;80,96;37;673;41;6,09;-1,83;401;59,58;-16,94;27;4,01;-0,80;101;15,01;9,92;59;8,77;6,37;7;1,04;1,04;5;0,74;0,74;1;0,15;-0,42;17;2,53;2,53;14;2,08;2,08;;;;;;;;;;;;;;;
32318;Lichtenwörth                            ;2.231;78,80;33;1.725;676;39,19;-7,99;381;22,09;-3,44;88;5,10;-1,30;388;22,49;8,46;118;6,84;3,61;14;0,81;0,81;28;1,62;1,62;9;0,52;-0,54;6;0,35;0,35;17;0,99;0,99;;;;;;;;;;;;;;;
32319;Markt Piesting                          ;2.118;78,33;44;1.615;387;23,96;-3,66;512;31,70;-10,46;136;8,42;-1,38;360;22,29;10,34;142;8,79;5,82;13;0,80;0,80;22;1,36;1,36;13;0,80;-0,08;13;0,80;0,80;17;1,05;1,05;;;;;;;;;;;;;;;
32320;Matzendorf - Hölles                     ;1.492;79,96;32;1.161;318;27,39;-8,97;374;32,21;-7,00;68;5,86;-0,86;267;23,00;11,92;84;7,24;4,39;12;1,03;1,03;15;1,29;1,29;6;0,52;-0,07;2;0,17;0,17;15;1,29;1,29;;;;;;;;;;;;;;;
32321;Miesenbach                              ;558;77,60;10;423;95;22,46;-4,72;188;44,44;-11,40;14;3,31;1,19;73;17,26;7,71;32;7,57;5,66;1;0,24;0,24;4;0,95;0,95;3;0,71;0,07;1;0,24;0,24;12;2,84;2,84;;;;;;;;;;;;;;;
32322;Muggendorf                              ;375;86,93;10;316;75;23,73;-5,79;123;38,92;-8,38;19;6,01;-1,93;61;19,30;11,68;22;6,96;4,10;5;1,58;1,58;3;0,95;0,95;1;0,32;0,32;0;0,00;0,00;7;2,22;2,22;;;;;;;;;;;;;;;
32323;Pernitz                                 ;2.000;76,85;22;1.515;578;38,15;-8,23;334;22,05;-5,30;103;6,80;-1,46;320;21,12;10,49;92;6,07;4,28;21;1,39;1,39;19;1,25;1,25;11;0,73;0,22;2;0,13;0,13;35;2,31;2,31;;;;;;;;;;;;;;;
32324;Rohr im Gebirge                         ;393;79,13;15;296;68;22,97;-3,33;124;41,89;-8,11;17;5,74;1,52;57;19,26;5,30;25;8,45;6,83;3;1,01;1,01;2;0,68;0,68;0;0,00;-0,65;0;0,00;0,00;0;0,00;0,00;;;;;;;;;;;;;;;
32325;Bromberg                                ;996;85,84;35;820;137;16,71;-2,64;420;51,22;-10,81;35;4,27;-0,69;161;19,63;9,71;33;4,02;2,21;10;1,22;1,22;8;0,98;0,98;3;0,37;0,25;8;0,98;0,98;5;0,61;0,61;;;;;;;;;;;;;;;
32326;Schwarzenbach                           ;847;87,72;14;729;351;48,15;-7,26;212;29,08;-3,90;12;1,65;-0,09;110;15,09;8,41;34;4,66;3,19;2;0,27;0,27;2;0,27;0,27;3;0,41;0,28;1;0,14;0,14;2;0,27;0,27;;;;;;;;;;;;;;;
32327;Sollenau                                ;3.579;75,75;49;2.662;1.172;44,03;-8,79;403;15,14;-4,63;116;4,36;-0,86;649;24,38;10,24;212;7,96;4,52;27;1,01;1,01;38;1,43;1,43;22;0,83;0,15;4;0,15;0,15;19;0,71;0,71;;;;;;;;;;;;;;;
32330;Theresienfeld                           ;1.975;76,96;19;1.501;611;40,71;-7,15;230;15,32;-7,30;96;6,40;0,06;378;25,18;10,97;123;8,19;4,60;11;0,73;0,73;20;1,33;1,33;11;0,73;-0,65;5;0,33;0,33;16;1,07;1,07;;;;;;;;;;;;;;;
32331;Waidmannsfeld                           ;1.384;82,23;11;1.127;513;45,52;-10,04;187;16,59;-4,91;74;6,57;-1,20;221;19,61;10,49;50;4,44;2,99;15;1,33;1,33;9;0,80;0,80;14;1,24;0,07;0;0,00;0,00;44;3,90;3,90;;;;;;;;;;;;;;;
32332;Waldegg                                 ;1.483;78,83;26;1.143;444;38,85;-10,71;247;21,61;-4,32;90;7,87;-0,68;239;20,91;10,95;74;6,47;3,65;6;0,52;0,52;14;1,22;1,22;10;0,87;0,16;5;0,44;0,44;14;1,22;1,22;;;;;;;;;;;;;;;
32333;Walpersbach                             ;861;83,97;17;706;215;30,45;-5,79;246;34,84;-9,85;27;3,82;-1,42;139;19,69;12,27;60;8,50;6,46;6;0,85;0,85;1;0,14;0,14;2;0,28;-0,74;3;0,42;0,42;7;0,99;0,99;;;;;;;;;;;;;;;
32334;Weikersdorf am Steinfelde               ;859;85,33;22;711;125;17,58;-5,15;277;38,96;-9,33;26;3,66;-1,84;200;28,13;10,60;56;7,88;5,80;10;1,41;1,41;8;1,13;1,13;1;0,14;-0,90;2;0,28;0,28;6;0,84;0,84;;;;;;;;;;;;;;;
32335;Wiesmath                                ;1.280;82,27;31;1.022;266;26,03;-4,12;425;41,59;-10,77;39;3,82;0,42;199;19,47;12,10;60;5,87;3,51;5;0,49;0,49;1;0,10;0,10;7;0,68;-0,45;11;1,08;1,08;9;0,88;0,88;;;;;;;;;;;;;;;
32336;Winzendorf - Muthmannsdorf              ;1.413;75,73;28;1.042;338;32,44;-5,26;269;25,82;-10,94;82;7,87;-0,61;216;20,73;9,80;85;8,16;6,56;5;0,48;0,48;21;2,02;2,02;6;0,58;-0,36;4;0,38;0,38;16;1,54;1,54;;;;;;;;;;;;;;;
32337;Wöllersdorf - Steinabrückl              ;3.168;75,98;41;2.366;947;40,03;-9,49;423;17,88;-6,27;121;5,11;-0,30;577;24,39;11,27;196;8,28;5,49;22;0,93;0,93;33;1,39;1,39;16;0,68;0,03;10;0,42;0,42;21;0,89;0,89;;;;;;;;;;;;;;;
32338;Zillingdorf                             ;1.532;82,90;35;1.235;502;40,65;-9,10;259;20,97;-8,34;71;5,75;0,74;279;22,59;12,08;82;6,64;4,51;5;0,40;0,40;16;1,30;1,30;9;0,73;-0,01;1;0,08;0,08;11;0,89;0,89;;;;;;;;;;;;;;;
324;Bezirk Wien-Umgebung                    ;84.844;81,19;1.165;67.720;22.189;32,77;-6,32;15.993;23,62;-5,92;8.298;12,25;-1,48;12.856;18,98;7,94;4.289;6,33;3,72;564;0,83;0,83;2.122;3,13;3,13;522;0,77;-0,11;222;0,33;0,33;665;0,98;0,98;;;;;;;;;;;;;;;
     ;Wahlkarten                              ;0;0,00;55;5.132;1.456;28,37;28,37;1.578;30,75;30,75;789;15,37;15,37;668;13,02;13,02;268;5,22;5,22;47;0,92;0,92;214;4,17;4,17;34;0,66;0,66;24;0,47;0,47;54;1,05;1,05;;;;;;;;;;;;;;;
32401;Ebergassing                             ;2.588;76,93;25;1.966;932;47,41;-7,77;286;14,55;-3,20;109;5,54;-1,76;463;23,55;11,49;97;4,93;1,67;10;0,51;0,51;31;1,58;1,58;19;0,97;-0,07;2;0,10;0,10;17;0,86;0,86;;;;;;;;;;;;;;;
32402;Fischamend                              ;3.562;70,61;37;2.478;1.086;43,83;-4,78;407;16,42;-4,21;190;7,67;-0,88;500;20,18;10,05;179;7,22;0,21;13;0,52;0,52;45;1,82;1,82;41;1,65;-0,37;1;0,04;0,04;16;0,65;0,65;;;;;;;;;;;;;;;
32403;Gablitz                                 ;3.509;74,64;43;2.576;660;25,62;-3,86;721;27,99;-9,42;381;14,79;-2,15;445;17,27;6,80;192;7,45;5,29;22;0,85;0,85;99;3,84;3,84;12;0,47;-0,30;11;0,43;0,43;33;1,28;1,28;;;;;;;;;;;;;;;
32404;Gerasdorf bei Wien                      ;7.656;78,30;83;5.912;2.120;35,86;-5,48;1.070;18,10;-8,20;507;8,58;-1,52;1.456;24,63;9,82;445;7,53;4,43;60;1,01;1,01;131;2,22;2,22;38;0,64;0,10;18;0,30;0,30;67;1,13;1,13;;;;;;;;;;;;;;;
32405;Gramatneusiedl                          ;1.924;76,51;36;1.436;610;42,48;-10,77;268;18,66;-3,00;91;6,34;-1,20;314;21,87;11,04;101;7,03;3,89;6;0,42;0,42;24;1,67;1,67;10;0,70;0,40;2;0,14;0,14;10;0,70;0,70;;;;;;;;;;;;;;;
32406;Himberg                                 ;4.938;78,17;67;3.793;1.542;40,65;-9,04;710;18,72;-4,92;273;7,20;-0,34;889;23,44;10,92;223;5,88;3,17;32;0,84;0,84;68;1,79;1,79;18;0,47;-0,24;14;0,37;0,37;24;0,63;0,63;;;;;;;;;;;;;;;
32407;Klein-Neusiedl                          ;663;77,07;5;506;297;58,70;-7,63;71;14,03;-3,11;17;3,36;-1,08;77;15,22;7,76;26;5,14;3,33;1;0,20;0,20;11;2,17;2,17;5;0,99;-0,22;0;0,00;0,00;1;0,20;0,20;;;;;;;;;;;;;;;
32408;Klosterneuburg                          ;19.649;73,39;255;14.165;3.015;21,28;-3,26;4.913;34,68;-6,68;2.426;17,13;-2,03;1.941;13,70;5,01;820;5,79;3,39;122;0,86;0,86;628;4,43;4,43;104;0,73;-0,16;60;0,42;0,42;136;0,96;0,96;;;;;;;;;;;;;;;
32409;Lanzendorf                              ;1.271;76,32;17;953;411;43,13;-11,83;127;13,33;-5,86;66;6,93;-0,92;225;23,61;12,81;79;8,29;5,35;8;0,84;0,84;16;1,68;1,68;7;0,73;-0,14;6;0,63;0,63;8;0,84;0,84;;;;;;;;;;;;;;;
32410;Leopoldsdorf                            ;3.379;76,71;51;2.541;862;33,92;-8,29;486;19,13;-6,36;253;9,96;-0,49;655;25,78;10,99;157;6,18;4,05;14;0,55;0,55;69;2,72;2,72;12;0,47;-0,49;3;0,12;0,12;30;1,18;1,18;;;;;;;;;;;;;;;
32411;Maria-Lanzendorf                        ;1.581;74,57;18;1.161;411;35,40;-4,77;216;18,60;-10,10;111;9,56;-1,57;297;25,58;12,28;74;6,37;4,11;8;0,69;0,69;16;1,38;1,38;12;1,03;-0,10;3;0,26;0,26;13;1,12;1,12;;;;;;;;;;;;;;;
32412;Mauerbach                               ;2.849;77,18;36;2.163;528;24,41;-4,37;613;28,34;-8,97;350;16,18;-2,07;361;16,69;7,16;143;6,61;3,93;13;0,60;0,60;97;4,48;4,48;13;0,60;0,01;6;0,28;0,28;39;1,80;1,80;;;;;;;;;;;;;;;
32413;Moosbrunn                               ;1.287;79,95;14;1.015;350;34,48;-6,57;276;27,19;-7,12;61;6,01;-1,03;215;21,18;9,51;79;7,78;5,47;3;0,30;0,30;18;1,77;1,77;3;0,30;-0,10;3;0,30;0,30;7;0,69;0,69;;;;;;;;;;;;;;;
32415;Pressbaum                               ;4.990;74,39;67;3.645;931;25,54;-3,73;945;25,93;-6,98;555;15,23;-2,93;712;19,53;6,06;251;6,89;4,74;36;0,99;0,99;124;3,40;3,40;23;0,63;-0,10;17;0,47;0,47;51;1,40;1,40;;;;;;;;;;;;;;;
32416;Purkersdorf                             ;6.617;73,39;87;4.769;1.401;29,38;-5,13;1.012;21,22;-6,84;876;18,37;-2,97;802;16,82;7,34;295;6,19;4,37;47;0,99;0,99;217;4,55;4,55;51;1,07;-0,56;17;0,36;0,36;51;1,07;1,07;;;;;;;;;;;;;;;
32417;Rauchenwarth                            ;487;82,14;8;392;86;21,94;-4,80;201;51,28;-5,67;22;5,61;-1,07;54;13,78;8,43;17;4,34;2,74;2;0,51;0,51;6;1,53;1,53;0;0,00;0,00;0;0,00;0,00;4;1,02;1,02;;;;;;;;;;;;;;;
32418;Schwadorf                               ;1.404;80,48;21;1.109;508;45,81;-10,66;204;18,39;-5,41;70;6,31;0,61;224;20,20;11,24;59;5,32;3,33;12;1,08;1,08;24;2,16;2,16;2;0,18;-0,45;0;0,00;0,00;6;0,54;0,54;;;;;;;;;;;;;;;
32419;Schwechat                               ;12.041;73,45;166;8.678;4.105;47,30;-9,65;999;11,51;-4,79;713;8,22;-1,22;1.896;21,85;10,38;536;6,18;3,93;74;0,85;0,85;178;2,05;2,05;87;1,00;0,24;19;0,22;0,22;71;0,82;0,82;;;;;;;;;;;;;;;
32421;Tullnerbach                             ;1.999;74,54;30;1.460;370;25,34;-2,57;426;29,18;-9,78;226;15,48;-2,95;238;16,30;6,95;84;5,75;3,85;17;1,16;1,16;63;4,32;4,32;15;1,03;0,28;10;0,68;0,68;11;0,75;0,75;;;;;;;;;;;;;;;
32423;Wolfsgraben                             ;1.231;79,04;16;957;191;19,96;-4,08;275;28,74;-8,19;146;15,26;-3,81;184;19,23;6,55;97;10,14;6,61;13;1,36;1,36;37;3,87;3,87;7;0,73;0,29;3;0,31;0,31;4;0,42;0,42;;;;;;;;;;;;;;;
32424;Zwölfaxing                              ;1.219;77,19;28;913;317;34,72;-8,57;189;20,70;-8,16;66;7,23;-1,27;240;26,29;12,31;67;7,34;4,88;4;0,44;0,44;6;0,66;0,66;9;0,99;0,21;3;0,33;0,33;12;1,31;1,31;;;;;;;;;;;;;;;
325;Bezirk Zwettl                           ;36.603;86,44;1.105;30.536;5.810;19,03;-3,36;15.690;51,38;-7,72;1.574;5,15;-0,41;4.557;14,92;6,89;1.790;5,86;3,95;199;0,65;0,65;244;0,80;0,80;120;0,39;-0,18;189;0,62;0,62;363;1,19;1,19;;;;;;;;;;;;;;;
     ;Wahlkarten                              ;0;0,00;31;2.007;316;15,74;15,74;1.051;52,37;52,37;214;10,66;10,66;209;10,41;10,41;101;5,03;5,03;19;0,95;0,95;45;2,24;2,24;9;0,45;0,45;12;0,60;0,60;31;1,54;1,54;;;;;;;;;;;;;;;
32501;Allentsteig                             ;1.741;78,17;47;1.314;344;26,18;-2,60;527;40,11;-12,71;63;4,79;1,45;272;20,70;10,24;75;5,71;4,08;8;0,61;0,61;10;0,76;0,76;1;0,08;-0,29;2;0,15;0,15;12;0,91;0,91;;;;;;;;;;;;;;;
32502;Arbesbach                               ;1.380;80,14;34;1.072;115;10,73;-1,77;631;58,86;-10,95;48;4,48;-0,61;171;15,95;8,45;71;6,62;4,49;6;0,56;0,56;3;0,28;0,28;1;0,09;-0,28;15;1,40;1,40;11;1,03;1,03;;;;;;;;;;;;;;;
32503;Bärnkopf                                ;314;84,08;6;258;147;56,98;-9,96;60;23,26;-1,74;6;2,33;-0,90;28;10,85;9,64;10;3,88;2,27;1;0,39;0,39;1;0,39;0,39;2;0,78;0,38;2;0,78;0,78;1;0,39;0,39;;;;;;;;;;;;;;;
32504;Echsenbach                              ;1.016;83,46;28;820;139;16,95;-2,10;471;57,44;-7,49;36;4,39;0,14;107;13,05;7,10;38;4,63;1,84;7;0,85;0,85;2;0,24;0,24;1;0,12;-0,24;8;0,98;0,98;11;1,34;1,34;;;;;;;;;;;;;;;
32505;Göpfritz an der Wild                    ;1.478;81,73;37;1.171;349;29,80;-7,00;489;41,76;-6,52;38;3,25;-1,18;204;17,42;9,47;65;5,55;4,40;4;0,34;0,34;7;0,60;0,60;7;0,60;0,19;2;0,17;0,17;6;0,51;0,51;;;;;;;;;;;;;;;
32506;Grafenschlag                            ;723;80,22;18;562;90;16,01;-4,80;322;57,30;-3,11;29;5,16;-1,61;72;12,81;5,53;29;5,16;2,79;2;0,36;0,36;6;1,07;1,07;2;0,36;-0,49;3;0,53;0,53;7;1,25;1,25;;;;;;;;;;;;;;;
32508;Groß Gerungs                            ;3.905;79,64;162;2.948;472;16,01;-2,90;1.509;51,19;-8,56;201;6,82;-1,68;427;14,48;7,07;195;6,61;4,77;30;1,02;1,02;32;1,09;1,09;14;0,47;0,01;35;1,19;1,19;33;1,12;1,12;;;;;;;;;;;;;;;
32509;Großgöttfritz                           ;1.158;86,27;32;967;151;15,62;-3,10;516;53,36;-6,26;26;2,69;-1,08;182;18,82;7,73;61;6,31;3,38;3;0,31;0,31;4;0,41;0,41;9;0,93;-0,74;2;0,21;0,21;13;1,34;1,34;;;;;;;;;;;;;;;
32511;Gutenbrunn                              ;457;85,56;15;376;153;40,69;-8,55;134;35,64;-1,23;9;2,39;-1,90;47;12,50;5,93;25;6,65;5,39;5;1,33;1,33;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;3;0,80;0,80;;;;;;;;;;;;;;;
32514;Kirchschlag                             ;551;87,48;10;472;93;19,70;-2,43;264;55,93;-10,67;14;2,97;1,13;55;11,65;6,32;32;6,78;5,14;2;0,42;0,42;2;0,42;0,42;4;0,85;0,03;2;0,42;0,42;4;0,85;0,85;;;;;;;;;;;;;;;
32515;Kottes - Purk                           ;1.284;84,42;25;1.059;206;19,45;-2,34;619;58,45;-5,63;30;2,83;-0,63;126;11,90;6,52;56;5,29;3,65;3;0,28;0,28;4;0,38;0,38;5;0,47;-0,35;2;0,19;0,19;8;0,76;0,76;;;;;;;;;;;;;;;
32516;Langschlag                              ;1.477;78,47;54;1.105;212;19,19;-5,87;609;55,11;-5,82;30;2,71;-1,34;144;13,03;7,80;67;6,06;4,29;10;0,90;0,90;9;0,81;0,81;7;0,63;-0,05;4;0,36;0,36;13;1,18;1,18;;;;;;;;;;;;;;;
32517;Martinsberg                             ;962;81,29;28;754;189;25,07;-4,94;343;45,49;-9,24;14;1,86;0,09;128;16,98;7,14;59;7,82;6,31;4;0,53;0,53;1;0,13;0,13;3;0,40;0,02;3;0,40;0,40;10;1,33;1,33;;;;;;;;;;;;;;;
32518;Ottenschlag                             ;877;81,64;20;696;151;21,70;-0,85;355;51,01;-10,75;17;2,44;-1,20;101;14,51;8,21;43;6,18;3,24;5;0,72;0,72;7;1,01;1,01;5;0,72;0,30;6;0,86;0,86;6;0,86;0,86;;;;;;;;;;;;;;;
32519;Altmelon                                ;744;75,13;13;546;98;17,95;-5,41;280;51,28;-6,07;12;2,20;-0,45;111;20,33;9,89;34;6,23;3,40;1;0,18;0,18;2;0,37;0,37;1;0,18;-0,35;2;0,37;0,37;5;0,92;0,92;;;;;;;;;;;;;;;
32520;Pölla                                   ;851;75,79;22;623;127;20,39;-4,27;310;49,76;-7,01;20;3,21;-0,44;111;17,82;9,45;31;4,98;3,00;2;0,32;0,32;8;1,28;1,28;5;0,80;-0,27;1;0,16;0,16;8;1,28;1,28;;;;;;;;;;;;;;;
32521;Rappottenstein                          ;1.448;78,18;57;1.075;166;15,44;-3,65;572;53,21;-8,17;54;5,02;-2,24;170;15,81;7,84;66;6,14;4,35;4;0,37;0,37;5;0,47;0,47;5;0,47;0,02;19;1,77;1,77;14;1,30;1,30;;;;;;;;;;;;;;;
32522;Sallingberg                             ;1.132;83,75;29;919;121;13,17;-2,54;534;58,11;-6,74;24;2,61;-0,27;178;19,37;7,51;41;4,46;2,43;4;0,44;0,44;7;0,76;0,76;1;0,11;-0,32;0;0,00;0,00;9;0,98;0,98;;;;;;;;;;;;;;;
32523;Schönbach                               ;733;85,13;30;594;101;17,00;-1,27;341;57,41;-10,78;23;3,87;0,41;73;12,29;7,25;36;6,06;3,86;4;0,67;0,67;2;0,34;0,34;2;0,34;-0,29;4;0,67;0,67;8;1,35;1,35;;;;;;;;;;;;;;;
32524;Schwarzenau                             ;1.240;85,40;40;1.019;323;31,70;-7,10;420;41,22;-4,24;35;3,43;-0,72;164;16,09;8,27;41;4,02;2,96;8;0,79;0,79;10;0,98;0,98;4;0,39;-0,09;2;0,20;0,20;12;1,18;1,18;;;;;;;;;;;;;;;
32525;Schweiggers                             ;1.670;83,35;56;1.336;118;8,83;-2,79;868;64,97;-7,98;33;2,47;-1,11;178;13,32;6,67;103;7,71;5,08;5;0,37;0,37;6;0,45;0,45;4;0,30;-0,28;6;0,45;0,45;15;1,12;1,12;;;;;;;;;;;;;;;
32528;Traunstein                              ;870;80,46;13;687;117;17,03;-0,05;428;62,30;-7,02;23;3,35;0,60;67;9,75;2,95;31;4,51;3,79;2;0,29;0,29;3;0,44;0,44;3;0,44;-0,14;7;1,02;1,02;6;0,87;0,87;;;;;;;;;;;;;;;
32529;Waldhausen                              ;1.064;79,98;21;830;184;22,17;-2,21;445;53,61;-7,12;28;3,37;-0,97;109;13,13;7,15;40;4,82;2,94;7;0,84;0,84;3;0,36;0,36;2;0,24;-0,46;3;0,36;0,36;9;1,08;1,08;;;;;;;;;;;;;;;
32530;Zwettl-Niederösterreich                 ;9.528;79,80;277;7.326;1.328;18,13;-1,88;3.592;49,03;-8,08;547;7,47;-0,94;1.123;15,33;6,02;440;6,01;4,13;53;0,72;0,72;65;0,89;0,89;23;0,31;-0,24;47;0,64;0,64;108;1,47;1,47;;;;;;;;;;;;;;;
